change_id	change_type	ags_new	name_new	ags_old	name_old	change_date_stat
01/2013/0001-R	3	01056005	Bönningstedt	01056005	Bönningstedt	01.01.2013
01/2013/0001-R	3	01056021	Hasloh	01056021	Hasloh	01.01.2013
01/2013/0002-R	1	01061097	Schenefeld	01061099	Siezbüttel	01.01.2013
01/2013/0003-R	1	01059185	Mittelangeln	01059038	Havetoftloit	01.03.2013
01/2013/0003-R	1	01059185	Mittelangeln	01059069	Rüde	01.03.2013
01/2013/0003-R	1	01059185	Mittelangeln	01059071	Satrup	01.03.2013
01/2013/0004-R	1	01059186	Steinbergkirche	01059153	Quern	01.03.2013
01/2013/0004-R	1	01059186	Steinbergkirche	01059165	Steinbergkirche	01.03.2013
01/2013/0005-R	1	01059187	Boren	01059011	Boren	01.03.2013
01/2013/0005-R	1	01059187	Boren	01059022	Ekenis	01.03.2013
01/2013/0005-R	1	01059187	Boren	01059047	Kiesby	01.03.2013
03/2013/0001-R	1	03156017	Bad Grund (Harz)	03156001	Bad Grund (Harz), Bergstadt	01.03.2013
03/2013/0001-R	1	03156017	Bad Grund (Harz)	03156004	Badenhausen	01.03.2013
03/2013/0001-R	1	03156017	Bad Grund (Harz)	03156005	Eisdorf	01.03.2013
03/2013/0001-R	1	03156017	Bad Grund (Harz)	03156007	Gittelde, Flecken	01.03.2013
03/2013/0001-R	1	03156017	Bad Grund (Harz)	03156014	Windhausen	01.03.2013
03/2013/0002-R	1	03155013	Einbeck, Stadt	03155004	Einbeck, Stadt	01.01.2013
03/2013/0002-R	1	03155013	Einbeck, Stadt	03155008	Kreiensen	01.01.2013
05/2012/0016-R	4	05166008	Grefrath, Sport- und Freizeitgemeinde	05166008	Grefrath	01.01.2013
05/2012/0016-R	4	05334024	Roetgen, Tor zur Eifel	05334024	Roetgen	01.01.2013
09/2013/0002-R	4	09177117	Erding, GKSt	09177117	Erding, St	01.01.2013
09/2013/0003-R	3	09471191	Stegaurach	09471191	Stegaurach	01.01.2013
09/2013/0003-R	3	09471208	Walsdorf	09471208	Walsdorf	01.01.2013
12/2013/0003-R	3	12061097	Drahnsdorf	12061097	Drahnsdorf	01.01.2013
